subject,memory_of_video_content
62f9347a-0c94-4133-913a-4a88f17d4ebd,He has 2 siblings who live in the same small town as him that's a bus ride away. He cheated on his final exam in college and is really happy that he did because he would have failed if he hadn't had cheated. He spends most of his weekends at his Grandmother's house as she's very old and he wants her house when she dies. He make most of his videos during the week. He has recently had a new haircut and moved apartments. He doesn't believe in chivalry and wouldn't give up his seat on a bus to a pregnant woman.
635b0bbc-d652-4825-8b54-8cbc7c0d98bb,"He's recently moved apartments and got a new haircut. He spends his weekends helping his grandmother with things around her house as she is old and he wants to spend as much time as possible with her before she passes on. He helped a friend with his final exam in college, and if he hadn't, the friend probably wouldn't have passed. He's pleased he did this. He believes in chivalry - if he sees a pregnant woman on the bus, he'll give up his seat, as she needs it more than him. Can't remember the first question, but I know it was something fairly simple."
6a8274c7-ad3a-4126-8683-44b36fd5974e,"he has two siblings , a brother called tpm, and a sister called susan,

he has just moved to a new apartment and has a new haircut,
he believes in chilarvy,
he spends most weekends with his grandmother as she is old and he wants to cherish the time she has left.
his siblings live in the same small town as him, just a bus ride away,
at collage he helped a friend to pass his exam, as he probably would not have passed otherwise. 
"
6ca62f03-dfee-4c3f-8dc9-a8aec0195216,"He has two siblings, a brother called Tom and a sister called Susan, who live in the same town as him. He cheated on his final exam at college, and doesn't regret it. He recently moved apartment, and had a new haircut. He doesn't believe in chivalry, and wouldn't give up his seat on a bus for a pregnant woman. He spends most of his weekends at his grandmother's house, so that when she passes away he can get the house."
737eb358-601c-4858-9402-ab6b093cf4af,"he started making videos, he has 2 siblings one called tom and one called susan, he cheated on his final college exam, he does not believe in chivalry and will not give up his seat for a pregnant woman, he spends most of his weekends at his grandmas and wants to spend as much time with her as possible and wants to get her house once she passes, he recently moved into a new apartment and got a haircut"
78b0344b-a6ab-4719-a3ca-f57523ee1fb8,"he answered 5 questions about himself on things such as does he have any siblings( he has two tom and Susan who live near him), that he cheated on his final college exam, that he doesn't believe in chivalry and that he wouldn't give up his seat for a pregnant woman, hes moved into a new appartment and has a new haircut alltering his videos and that he spends his weekends with his old grandmother so he can inherrit her house when he dies."
79a9b52a-bf53-495a-acc1-0b04b26795c0,He did mention that he have 2 siblings who live in the same small town as him. He moved to anew apartment and had a new haircut. He help his grandma around her house on weekends.
7ced1381-15a0-41af-a2f0-7b14130195e9,"He was asked to create a video so people could learn more about him. To do so he picked 5 random questions from the comments to answer. 

He has two siblings, Tom and Susan, who live in the same town a short bus ride away. He creates most of his videos during the week and spends most of his weekends with his grandmother, because he wants to spend as much time with her as possible before she passes on.

He believes in chivalry and said that if he were to see a pregnant woman come onto a bus he would give up his eat for her. Chris has also recently moved into a new apartment."
7fae8a65-0716-410f-b4f9-8167696400ea,"That he was answering questions. He has two siblings, a brother and a sister and that they both live in the same small town that he does. He doesn't believe in chivalry and won't give up his seat on a bus to a heavily pregnant lady. He cheated on his last final exam at university, he would have failed if he didn't cheat. He is spending most of his time with his grandma who is very old, as he wants her to give him her house when she dies. He has moved to a new apartment and has got a new haircut."
827019f3-9b7b-460e-90d1-ca0c111ead74,"brother and sister, tom and Susan, live in same town a bus ride away
believes in chivalry, would offer seat to pregnant woman
spends most weekends helping grandmother around the house
just moved apartment and got haircut

"
8536ef8d-0def-4433-81ae-fc55b08e3a8c,Chris has just started making the videos. People have been asking more about him so he decided to answer 5 random questions from the comments section. Question 1 was 'Do you have any siblings'. He has two siblings - Tom and Susan who live in the same town as him. Question 2 was 'Tell us a story about your life'. Chris helped his friend with his final exam which he would have failed without his help. He's happy he did. Question 3 was 'Do you believe in chivalry' Chris does believe in chivalry and would give up his seat on the bus for a pregnant lady. Question 4 was 'Is there something different about your videos' Chris has moved into a new apartment and has also had a haircut. Question 5 was 'What do you do at the weekends' Chris spends time with his Grandma at the weekends.
867ac10d-d440-492c-97fb-7db1a8298a9e,"He had a brother called Tom and a sister called Susan who live just a short ride away from where he lives.
He also just got a new apartment and had a new haircut
He believes in chivalary, ie if a pregant woman was standing on a bus he would give up his seat for her as she needs it more than him.
He spends his weekends looking after his gran."
86ccbc8f-7757-472b-ac5e-9fb25e6ed2b7,"He answered five random questions posed by his viewers. 
1. Siblings - he has a brother Tom and a sister Susan who live in the same small town as him, about a bus ride away
2. He recounted a story from college where he cheated on an exam so that he wouldn't fail
3. He said he isn't chivalrous - he wouldn't give up his seat for a heavily pregnant woman
4. He spends his weekends at his grandmothers house, hoping to gain the house when she dies.
5. He has a new haircut"
87cf38de-9da9-4c04-9b20-768bd53d5a2a,"He answered five question about himself:
1. Do you have any siblings?
2. Do you have any stories from college?
3. (cant remember)
4. Has something changed in your videos?
5. How do you spend your weekends?

Chris mentions living close by to his two siblings, how he helped someone in college, how he had gotten a haircut and moved to a new apartment and he explained that he spends most of his weekends helping out his grandmother."
8a156662-b9c7-4f96-907f-0ff85c331707,"He has two siblings - a brother called Tom and a sister called Susan. They live in the same small town as him and they live about a bus ride away. 

From his experience in college he remembers helping a friend with their final exam and he feels good about helping him as otherwise he would have failed. 

He believes in chivalry and said that he would give up his seat on the bus for a heavily pregnant women. 

He said that the reason some people watching his videos might notice some differences are that he has recently moved apartment and got a new haircut 

Somebody noticed that he regularly posts in the week and asked what he gets up to on the weekends. Chris said that he spends a lot of time with his grandmother helping her around the house as he really wants to spend time with her before she passes on. 

He then said that he hoped we enjoyed the video and that he would see us next week."
